0,0,0.013958
1,1,0.959596
2,2,0.765932
3,3,0.001745
4,4,0.019192
5,5,0.190174
6,6,0.284389
7,7,0.460606
8,8,0.495500
9,9,0.546097
10,10,1.544077
11,11,0.099449
12,12,0.179706
13,13,0.008724
14,14,0.205877
15,15,0.034894
16,16,0.043618
17,17,0.240771
18,18,0.125620
19,19,0.094215
20,20,0.485032
21,21,0.779890
22,22,0.071533
23,23,6.300182
24,24,0.001745
25,25,0.818273
25,26,6.563634
25,27,0.334986
26,28,0.273921
27,29,0.284389
28,30,7.212670
29,31,0.514692
30,32,0.136088
31,33,0.122130
32,34,0.423967
33,35,0.301836
34,36,1.777869
35,37,1.238751
36,38,0.919467
37,39,0.001745
38,40,0.146556
39,41,0.806060
40,42,0.052342
41,43,0.479798
42,44,1.348668
43,45,0.001745
44,46,2.259412
45,47,0.863636
44,48,0.404775
46,49,0.057576
47,50,1.013682
48,51,0.150046
49,52,0.982277
50,53,0.064555
51,54,0.359412
52,55,0.738016
53,56,0.703122
54,57,0.001745
55,58,0.225069
56,59,0.118641
57,60,1.861616
58,61,4.543249
59,62,0.439669
60,63,2.114600
61,64,0.675206
62,65,0.082002
63,66,0.284389
64,67,0.799081
65,68,0.085491
66,69,3.328924
67,70,0.115151
68,71,0.001745
69,72,0.366391
70,73,0.301836
71,74,0.001745
72,75,0.195409
73,76,0.005234
74,77,0.045363
75,78,0.277410
76,79,0.080257
77,80,0.652525
78,81,85.501716
79,82,0.094215
80,83,1.779614
81,84,0.003489
48,85,2.967768
82,86,0.472819
83,87,0.355923
84,88,0.026171
85,89,6.474653
86,90,0.219835
87,91,0.134343
88,92,0.167493
89,93,5.082367
90,94,0.001745
91,95,0.033150
92,96,0.001745
93,97,0.233792
94,98,0.038384
95,99,1.749953
96,100,1.437649
97,101,2.378052
98,102,0.026171
99,103,0.352433
100,104,0.240771
101,105,0.048852
102,106,0.233792
103,107,0.019192
104,108,0.015702
105,109,1.134068
106,110,0.200643
107,111,0.130854
108,112,0.129109
109,113,0.626354
110,114,2.161707
111,115,0.026171
112,116,0.054086
113,117,0.001745
114,118,0.001745
115,119,0.027916
116,120,6.188519
117,121,0.321028
118,122,0.347199
119,123,0.188430
120,124,0.001745
121,125,0.001745
122,126,0.005234
123,127,1.053810
124,128,0.003489
125,129,0.043618
126,130,0.005234
127,131,0.001745
128,132,8.048390
129,133,0.561800
130,134,0.005234
131,135,4.208263
14,136,0.268687
132,137,0.610652
133,138,0.308815
134,139,1.779614
135,140,1.558034
136,141,0.642057
137,27,0.001745
138,142,0.240771
139,143,1.414967
140,144,0.190174
141,145,0.162259
142,146,0.795592
143,147,0.008724
144,148,0.157025
145,149,0.005234
146,150,0.354178
147,151,0.448393
148,152,0.001745
149,153,0.345454
150,6,0.744995
151,154,0.024426
152,155,8.292651
153,156,0.230303
154,157,0.088981
155,158,0.347199
156,159,0.865381
157,160,0.174472
158,161,0.022681
159,109,0.511203
160,162,0.902020
161,163,2.203581
162,164,0.464095
163,165,0.357667
